0.018172 0.488721 -0.494636 -1.374695 1.147152 1.558947 0.009294 
-0.001243 0.487684 -0.471715 -1.381879 1.158443 1.556194 0.021539 
0.014907 0.487674 -0.489279 -1.374572 1.144235 1.556682 0.003032 
0.013085 0.493531 -0.488322 -1.364338 1.139391 1.569325 -0.002203 
0.006496 0.484609 -0.475356 -1.376462 1.139821 1.551462 -0.026895 
-0.006223 0.483028 -0.458564 -1.378403 1.139479 1.547768 -0.016554 
0.005075 0.479754 -0.474616 -1.388972 1.153198 1.541159 0.007316 
-0.006455 0.478789 -0.460256 -1.394298 1.158045 1.536954 -0.006839 
-0.019637 0.481982 -0.446322 -1.392342 1.163816 1.544700 -0.028700 
-0.024441 0.487814 -0.448453 -1.398149 1.190864 1.557760 -0.024228 
-0.011680 0.488398 -0.467850 -1.403443 1.202747 1.558489 -0.014688 
-0.026862 0.483895 -0.444415 -1.405057 1.193844 1.549350 -0.037626 
-0.010576 0.477926 -0.458024 -1.402125 1.172715 1.536014 -0.060225 
-0.011672 0.483186 -0.460128 -1.397900 1.178281 1.546630 -0.075573 
-0.023723 0.479996 -0.446583 -1.410616 1.194688 1.539488 -0.065179 
-0.030852 0.487016 -0.443704 -1.410248 1.211749 1.553124 -0.059701 
-0.024403 0.487731 -0.455766 -1.416969 1.226625 1.556420 -0.059074 
-0.013406 0.481869 -0.465778 -1.420590 1.218986 1.544699 -0.047862 
-0.008100 0.478438 -0.474975 -1.435291 1.239219 1.537461 -0.024140 
-0.000794 0.486396 -0.489554 -1.428027 1.246685 1.554784 -0.034058 
0.004718 0.484197 -0.490488 -1.417937 1.220305 1.549809 -0.039026 
0.009308 0.484862 -0.493046 -1.407111 1.200633 1.551410 -0.054646 
0.020141 0.488739 -0.513221 -1.413171 1.222341 1.559182 -0.059097 
0.011651 0.481452 -0.500437 -1.425944 1.228623 1.544286 -0.050621 
0.018408 0.476995 -0.506801 -1.434734 1.233561 1.533815 -0.066497 
0.002275 0.481684 -0.488665 -1.428803 1.234429 1.544198 -0.079158 
0.011650 0.473473 -0.496285 -1.438025 1.231289 1.526757 -0.078792 
0.008937 0.479979 -0.493866 -1.422187 1.216460 1.541514 -0.071249 
0.006583 0.469718 -0.482327 -1.428244 1.202581 1.518988 -0.052842 
0.007453 0.461114 -0.480099 -1.442933 1.208231 1.500289 -0.065489 
0.006367 0.464120 -0.484365 -1.448937 1.229370 1.506806 -0.044105 
0.012934 0.467973 -0.495182 -1.446433 1.235185 1.514179 -0.060336 
0.015431 0.465604 -0.499583 -1.456275 1.246637 1.509928 -0.056080 
0.031586 0.468572 -0.522017 -1.452977 1.246590 1.515765 -0.070649 
0.037887 0.471921 -0.528193 -1.438687 1.227814 1.522703 -0.071245 
0.040184 0.464147 -0.527614 -1.449517 1.229154 1.505920 -0.070409 
0.043744 0.462082 -0.526948 -1.443594 1.212243 1.501065 -0.051195 
0.057877 0.456908 -0.539037 -1.444564 1.199686 1.490148 -0.064208 
0.053838 0.451033 -0.533104 -1.457910 1.210920 1.475966 -0.085959 
0.049619 0.447104 -0.527334 -1.466837 1.219567 1.467910 -0.068313 
0.051829 0.446258 -0.530373 -1.469649 1.222887 1.467458 -0.064579 
0.054418 0.454374 -0.534996 -1.453667 1.211035 1.484347 -0.062535 
0.060044 0.445275 -0.537648 -1.465713 1.211594 1.463727 -0.055495 
0.053273 0.435402 -0.521282 -1.472262 1.200495 1.441703 -0.041385 
0.045946 0.436731 -0.513584 -1.471736 1.203878 1.445910 -0.058876 
0.060927 0.438400 -0.533353 -1.471954 1.206371 1.447202 -0.069768 
0.065024 0.435241 -0.536399 -1.474595 1.203687 1.440686 -0.044879 
0.073895 0.439364 -0.551573 -1.474202 1.212850 1.449838 -0.032568 
0.082991 0.434537 -0.559437 -1.478834 1.209664 1.438638 -0.054530 
0.080987 0.436102 -0.554798 -1.470219 1.195051 1.441791 -0.030763 
0.086059 0.440248 -0.563319 -1.466022 1.196859 1.449705 -0.012485 
0.075357 0.444846 -0.554899 -1.463930 1.204071 1.461247 -0.033072 
0.083320 0.437764 -0.559063 -1.469688 1.196018 1.444425 -0.051729 
0.092974 0.434615 -0.570987 -1.478872 1.205452 1.435438 -0.047312 
0.081816 0.433245 -0.559117 -1.487801 1.223366 1.434514 -0.058919 
0.084194 0.424225 -0.555091 -1.497845 1.219968 1.412816 -0.060881 
0.079358 0.426381 -0.549707 -1.491166 1.211466 1.418816 -0.069208 
0.080057 0.422490 -0.545295 -1.487215 1.195474 1.411235 -0.080021 
0.063627 0.419664 -0.526113 -1.495654 1.206492 1.406236 -0.080746 
0.055029 0.422656 -0.519784 -1.496551 1.216977 1.413360 -0.060499 
0.059464 0.413261 -0.521614 -1.515791 1.231525 1.389708 -0.080215 
0.067571 0.414623 -0.532261 -1.514691 1.232438 1.394253 -0.086934 
0.082222 0.413911 -0.548970 -1.514330 1.229094 1.392273 -0.089016 
