0.648239 2.464740 -2.496397 -1.893986 0.372326 0.147340 -2.237049 
0.640461 2.467790 -2.506803 -1.891291 0.397614 0.155991 -2.249661 
0.636749 2.471368 -2.507563 -1.899761 0.398769 0.133734 -2.271063 
0.643172 2.469510 -2.498704 -1.906694 0.410076 0.115519 -2.277047 
0.630907 2.475093 -2.510678 -1.909836 0.425979 0.106417 -2.275068 
0.630278 2.476220 -2.510889 -1.911633 0.423544 0.102352 -2.259867 
0.621722 2.479141 -2.523242 -1.905313 0.440604 0.121005 -2.274032 
0.601560 2.487280 -2.547249 -1.901453 0.463274 0.133381 -2.265493 
0.617193 2.480103 -2.531169 -1.899956 0.457707 0.136448 -2.276110 
0.611954 2.481202 -2.535529 -1.898794 0.440710 0.136592 -2.269831 
0.611016 2.481815 -2.538868 -1.895016 0.446790 0.148599 -2.255257 
0.610864 2.483516 -2.537254 -1.902188 0.467144 0.131213 -2.275220 
0.604819 2.485742 -2.544677 -1.898067 0.460116 0.142467 -2.289181 
0.588420 2.493467 -2.558605 -1.903118 0.437669 0.127082 -2.304510 
0.601708 2.487363 -2.544130 -1.901805 0.414780 0.129406 -2.283744 
0.588212 2.492496 -2.559386 -1.897289 0.408250 0.140464 -2.261038 
0.600473 2.487713 -2.546956 -1.900347 0.431243 0.133963 -2.277199 
0.584886 2.494085 -2.564500 -1.898563 0.445097 0.139958 -2.264999 
0.588542 2.492690 -2.560903 -1.898725 0.447110 0.139626 -2.252682 
0.583193 2.493886 -2.568918 -1.893482 0.456306 0.153948 -2.268548 
0.595389 2.489771 -2.554426 -1.898069 0.456620 0.141660 -2.252073 
0.586955 2.494346 -2.559882 -1.905392 0.453294 0.121572 -2.254601 
0.586164 2.494840 -2.559293 -1.907905 0.449232 0.114689 -2.255623 
0.575771 2.498134 -2.570261 -1.907713 0.470135 0.114909 -2.254809 
0.568872 2.501009 -2.580997 -1.902301 0.476437 0.130917 -2.231606 
0.575245 2.498155 -2.575820 -1.899922 0.478542 0.137959 -2.216647 
0.560119 2.503903 -2.589874 -1.901193 0.465857 0.131556 -2.217602 
0.571569 2.498953 -2.580164 -1.895808 0.460575 0.147263 -2.195816 
0.562540 2.501481 -2.591145 -1.887536 0.439277 0.166777 -2.198121 
0.569071 2.497458 -2.588162 -1.881994 0.455054 0.184075 -2.173461 
0.577656 2.494428 -2.577657 -1.884637 0.442755 0.177105 -2.150762 
0.587487 2.490836 -2.567701 -1.887266 0.461094 0.171311 -2.174097 
0.592423 2.490267 -2.558527 -1.894684 0.448204 0.150652 -2.154793 
0.588432 2.491109 -2.565359 -1.890187 0.458302 0.163112 -2.139494 
0.604399 2.484533 -2.548121 -1.890270 0.444952 0.161231 -2.121440 
0.605910 2.482522 -2.549921 -1.885440 0.467635 0.176577 -2.120188 
0.586096 2.489985 -2.572864 -1.880821 0.471961 0.189840 -2.117466 
0.582355 2.491469 -2.578030 -1.880906 0.491166 0.190726 -2.114304 
0.593059 2.486842 -2.564200 -1.881446 0.468164 0.184638 -2.122487 
0.579736 2.492221 -2.577105 -1.880620 0.445206 0.185209 -2.129574 
0.575038 2.495992 -2.579251 -1.886350 0.438043 0.172151 -2.153855 
0.593090 2.488195 -2.563073 -1.885100 0.462388 0.177943 -2.178544 
0.607412 2.481106 -2.548521 -1.880878 0.442902 0.187883 -2.160934 
0.618266 2.476279 -2.535704 -1.885854 0.451075 0.174679 -2.181427 
0.628544 2.472675 -2.525182 -1.885356 0.444698 0.176141 -2.174168 
0.623086 2.476459 -2.527300 -1.891531 0.431501 0.157425 -2.177839 
0.612975 2.480650 -2.538794 -1.890156 0.442995 0.162513 -2.196362 
0.604118 2.484715 -2.547343 -1.887747 0.422093 0.168166 -2.220290 
0.599577 2.487567 -2.549826 -1.895703 0.435753 0.146930 -2.220861 
0.591556 2.490298 -2.559908 -1.893866 0.453319 0.152410 -2.197346 
0.581074 2.493092 -2.574142 -1.885045 0.447336 0.175472 -2.220902 
0.569721 2.499335 -2.581183 -1.894225 0.431473 0.150371 -2.231063 
0.567878 2.498493 -2.586971 -1.887415 0.444638 0.169526 -2.215018 
0.553656 2.505057 -2.597344 -1.894015 0.423687 0.149539 -2.225621 
0.565438 2.501043 -2.586412 -1.894463 0.447263 0.150921 -2.222894 
0.581628 2.495060 -2.570182 -1.896402 0.468463 0.147279 -2.225396 
0.582189 2.493171 -2.574073 -1.887828 0.475454 0.171082 -2.226920 
0.582919 2.493032 -2.572602 -1.888862 0.473497 0.168136 -2.228043 
0.572524 2.496694 -2.583548 -1.886302 0.460295 0.174237 -2.209679 
0.568670 2.499418 -2.585474 -1.892391 0.467057 0.159610 -2.233593 
0.575897 2.495388 -2.578991 -1.885957 0.445696 0.173318 -2.236688 
0.589211 2.489051 -2.564432 -1.883282 0.426687 0.176446 -2.213126 
0.575070 2.496148 -2.577258 -1.886969 0.407043 0.167706 -2.232947 
0.558659 2.502705 -2.591166 -1.889491 0.386247 0.160047 -2.222177 
0.546511 2.508146 -2.602642 -1.892948 0.386676 0.150538 -2.234676 
0.535973 2.511946 -2.616746 -1.887081 0.393027 0.167878 -2.218152 
0.544587 2.506749 -2.608725 -1.880068 0.379605 0.184409 -2.226551 
0.531087 2.510738 -2.623952 -1.879019 0.398463 0.186480 -2.235959 
0.523257 2.513247 -2.634449 -1.872793 0.384687 0.205322 -2.256870 
0.522777 2.514858 -2.631260 -1.881613 0.382911 0.181122 -2.263587 
0.525883 2.513706 -2.628019 -1.881568 0.384538 0.180994 -2.258591 
0.518676 2.516845 -2.633010 -1.883306 0.358827 0.175086 -2.265109 
0.519592 2.516375 -2.632837 -1.880962 0.357164 0.181720 -2.263449 
0.508634 2.520779 -2.642132 -1.885876 0.350074 0.168555 -2.238795 
