0.232344 -1.232344 
0.049923 -1.049923 
0.653931 -1.653931 
-1.595229 0.595229 
0.023712 -1.023712 
-1.839063 0.839063 
0.902307 -1.902307 
-0.967881 -0.032119 
-0.450324 -0.549676 
-0.724567 -0.275433 
-1.815467 0.815467 
-1.546938 0.546938 
-0.352969 -0.647031 
-0.801473 -0.198527 
0.788871 -1.788871 
-1.181559 0.181559 
-0.321457 -0.678543 
0.831158 -1.831158 
0.602586 -1.602586 
-0.841848 -0.158152 
-1.057094 0.057094 
0.836941 -1.836941 
0.440198 -1.440198 
-1.950107 0.950107 
-1.965109 0.965109 
-1.713405 0.713405 
-1.886046 0.886046 
-1.548541 0.548541 
0.771366 -1.771366 
-1.642172 0.642172 
0.249216 -1.249216 
-0.418548 -0.581452 
-0.955367 -0.044633 
0.260233 -1.260233 
-0.351462 -0.648538 
0.273518 -1.273518 
-0.262527 -0.737473 
-1.563343 0.563343 
0.979518 -1.979518 
0.167544 -1.167544 
-0.188125 -0.811875 
-1.766168 0.766168 
-1.806203 0.806203 
-1.313186 0.313186 
0.335278 -1.335278 
0.525400 -1.525400 
0.220910 -1.220910 
0.512253 -1.512253 
0.519461 -1.519461 
-1.087238 0.087238 
0.190870 -1.190870 
-1.240557 0.240557 
0.296738 -1.296738 
0.106014 -1.106014 
-0.317351 -0.682649 
0.290664 -1.290664 
-1.272302 0.272302 
0.420353 -1.420353 
-1.790213 0.790213 
-1.113343 0.113343 
-0.848192 -0.151808 
-0.870442 -0.129558 
-0.481091 -0.518909 
-1.361740 0.361740 
0.414297 -1.414297 
0.206369 -1.206369 
-0.262698 -0.737302 
0.533510 -1.533510 
-0.838089 -0.161911 
-1.689705 0.689705 
0.913081 -1.913081 
-1.660915 0.660915 
0.125455 -1.125455 
-0.437726 -0.562274 
0.866605 -1.866605 
-0.119693 -0.880307 
0.860988 -1.860988 
-0.608869 -0.391131 
-1.348324 0.348324 
0.418266 -1.418266 
-1.419586 0.419586 
-0.328860 -0.671140 
-0.409553 -0.590447 
-1.648245 0.648245 
0.844173 -1.844173 
0.596919 -1.596919 
-1.736991 0.736991 
-1.601967 0.601967 
0.695442 -1.695442 
-0.276294 -0.723706 
-0.590763 -0.409237 
-1.419540 0.419540 
-1.386122 0.386122 
0.650122 -1.650122 
-0.999017 -0.000983 
-0.668473 -0.331527 
-1.306977 0.306977 
-1.100888 0.100888 
-0.792684 -0.207316 
0.035829 -1.035829 
-0.087083 -0.912917 
-1.191258 0.191258 
-0.431248 -0.568752 
-0.435610 -0.564390 
-1.832919 0.832919 
-1.173759 0.173759 
-1.107892 0.107892 
0.846544 -1.846544 
-1.621707 0.621707 
0.771541 -1.771541 
-0.434946 -0.565054 
0.960671 -1.960671 
-0.894265 -0.105735 
-0.458453 -0.541547 
0.110650 -1.110650 
-1.635461 0.635461 
0.210124 -1.210124 
-1.800507 0.800507 
0.380056 -1.380056 
0.043070 -1.043070 
0.051978 -1.051978 
-0.876544 -0.123456 
-0.723988 -0.276012 
-0.549927 -0.450073 
-1.533335 0.533335 
-1.966420 0.966420 
0.324682 -1.324682 
-0.710204 -0.289796 
-1.145965 0.145965 
0.743467 -1.743467 
-1.591281 0.591281 
-1.011749 0.011749 
-0.718713 -0.281287 
-1.602282 0.602282 
0.951626 -1.951626 
-1.791519 0.791519 
0.310099 -1.310099 
-0.052309 -0.947691 
0.301937 -1.301937 
0.240417 -1.240417 
-0.380622 -0.619378 
-0.199679 -0.800321 
0.268249 -1.268249 
-0.625525 -0.374475 
0.921460 -1.921460 
-1.913032 0.913032 
-0.774052 -0.225948 
0.949021 -1.949021 
0.262963 -1.262963 
-1.831422 0.831422 
0.787527 -1.787527 
-0.781806 -0.218194 
-0.291004 -0.708996 
0.683738 -1.683738 
-1.436351 0.436351 
-1.220465 0.220465 
-0.801849 -0.198151 
-1.872914 0.872914 
0.669973 -1.669973 
-1.411317 0.411317 
0.619504 -1.619504 
0.921611 -1.921611 
-0.249130 -0.750870 
-1.647314 0.647314 
