,experiment,num,iterations
0,uniform_biased_RRT_biased_disconnected_filter_testing,0,186.3470588235294
1,uniform_biased_RRT_biased_disconnected_filter_testing,1,187.65117647058824
2,uniform_biased_RRT_biased_disconnected_filter_testing,10,187.23330714846819
3,uniform_biased_RRT_biased_disconnected_filter_testing,11,186.59549019607843
4,uniform_biased_RRT_biased_disconnected_filter_testing,12,188.0900883218842
5,uniform_biased_RRT_biased_disconnected_filter_testing,13,187.29647058823528
6,uniform_biased_RRT_biased_disconnected_filter_testing,14,187.74607843137255
7,uniform_biased_RRT_biased_disconnected_filter_testing,15,186.9277581468394
8,uniform_biased_RRT_biased_disconnected_filter_testing,16,186.911412296209
9,uniform_biased_RRT_biased_disconnected_filter_testing,17,187.02296368989204
10,uniform_biased_RRT_biased_disconnected_filter_testing,18,186.53711704634722
11,uniform_biased_RRT_biased_disconnected_filter_testing,19,187.00098193244304
12,uniform_biased_RRT_biased_disconnected_filter_testing,2,186.98173246906305
13,uniform_biased_RRT_biased_disconnected_filter_testing,20,186.37163622078177
14,uniform_biased_RRT_biased_disconnected_filter_testing,21,187.04457973291437
15,uniform_biased_RRT_biased_disconnected_filter_testing,22,187.35700274617497
16,uniform_biased_RRT_biased_disconnected_filter_testing,23,186.46317030053035
17,uniform_biased_RRT_biased_disconnected_filter_testing,24,186.5932036927912
18,uniform_biased_RRT_biased_disconnected_filter_testing,25,187.97741111765862
19,uniform_biased_RRT_biased_disconnected_filter_testing,26,186.28333333333333
20,uniform_biased_RRT_biased_disconnected_filter_testing,27,186.59591996861514
21,uniform_biased_RRT_biased_disconnected_filter_testing,28,187.78845020624632
22,uniform_biased_RRT_biased_disconnected_filter_testing,29,186.0406599882145
23,uniform_biased_RRT_biased_disconnected_filter_testing,3,187.14457120377656
24,uniform_biased_RRT_biased_disconnected_filter_testing,30,186.36174391201885
25,uniform_biased_RRT_biased_disconnected_filter_testing,31,187.79607458292443
26,uniform_biased_RRT_biased_disconnected_filter_testing,32,186.6181210691824
27,uniform_biased_RRT_biased_disconnected_filter_testing,33,186.35651149086624
28,uniform_biased_RRT_biased_disconnected_filter_testing,34,185.98154691794267
29,uniform_biased_RRT_biased_disconnected_filter_testing,35,187.09206910090302
30,uniform_biased_RRT_biased_disconnected_filter_testing,36,187.82305577376277
31,uniform_biased_RRT_biased_disconnected_filter_testing,37,188.74127108670066
32,uniform_biased_RRT_biased_disconnected_filter_testing,38,186.7872716558633
