,experiment,num,entropy
0,reference_sphere___testing,0,2.044197896046711
1,reference_sphere___testing,1,2.0441434576150312
2,reference_sphere___testing,10,2.044666583278434
3,reference_sphere___testing,11,2.045271069730019
4,reference_sphere___testing,12,2.045917391228334
5,reference_sphere___testing,13,2.045882487864796
6,reference_sphere___testing,14,2.044797207209591
7,reference_sphere___testing,15,2.044507454702204
8,reference_sphere___testing,16,2.0463044627168694
9,reference_sphere___testing,17,2.0452635912026387
10,reference_sphere___testing,18,2.0454592002844962
11,reference_sphere___testing,19,2.0446262482064084
12,reference_sphere___testing,2,2.044237279099453
13,reference_sphere___testing,20,2.0433128626370984
14,reference_sphere___testing,21,2.0448080970515656
15,reference_sphere___testing,22,2.0442163730866154
16,reference_sphere___testing,23,2.045379844862527
17,reference_sphere___testing,24,2.0462096896504263
18,reference_sphere___testing,25,2.0433955532659622
19,reference_sphere___testing,26,2.045127394231356
20,reference_sphere___testing,27,2.0442984023525
21,reference_sphere___testing,28,2.0452965065994286
22,reference_sphere___testing,29,2.0439624018379963
23,reference_sphere___testing,3,2.0434071501157915
24,reference_sphere___testing,30,2.0451239671969006
25,reference_sphere___testing,31,2.0443926650763866
26,reference_sphere___testing,32,2.044720130224663
27,reference_sphere___testing,33,2.0450611034081065
28,reference_sphere___testing,34,2.04458560842258
29,reference_sphere___testing,35,2.04466937134714
30,reference_sphere___testing,36,2.0460107558410927
31,reference_sphere___testing,37,2.044936455006248
32,reference_sphere___testing,38,2.045242336314142
33,reference_sphere___testing,39,2.044614204763077
34,reference_sphere___testing,4,2.0438372123407746
35,reference_sphere___testing,40,2.044974324801794
36,reference_sphere___testing,41,2.0461053897635275
37,reference_sphere___testing,42,2.0434736566976235
38,reference_sphere___testing,43,2.0448763513722317
39,reference_sphere___testing,44,2.0453183988656325
40,reference_sphere___testing,45,2.0441157988297296
41,reference_sphere___testing,46,2.04470668908765
42,reference_sphere___testing,47,2.045048575087473
43,reference_sphere___testing,48,2.044962589373977
44,reference_sphere___testing,49,2.0457835941813904
45,reference_sphere___testing,5,2.0442271907714016
46,reference_sphere___testing,50,2.0451110688191716
47,reference_sphere___testing,51,2.046664031974388
48,reference_sphere___testing,52,2.045459782435246
49,reference_sphere___testing,53,2.0453872467828678
50,reference_sphere___testing,54,2.043431175272024
51,reference_sphere___testing,55,2.0466777864122667
52,reference_sphere___testing,56,2.0454337401451244
53,reference_sphere___testing,57,2.044653993274807
54,reference_sphere___testing,58,2.043887576561536
55,reference_sphere___testing,59,2.044259350436625
56,reference_sphere___testing,6,2.0439278882089456
57,reference_sphere___testing,60,2.0447345681390887
58,reference_sphere___testing,61,2.0440992104368614
59,reference_sphere___testing,62,2.045250149742061
60,reference_sphere___testing,63,2.045109982912091
61,reference_sphere___testing,64,2.0451734904055927
62,reference_sphere___testing,65,2.044409055005742
63,reference_sphere___testing,66,2.0446769268255207
64,reference_sphere___testing,67,2.045830563545199
65,reference_sphere___testing,68,2.0456894567801354
66,reference_sphere___testing,69,2.046750298402876
67,reference_sphere___testing,7,2.0426399342754693
68,reference_sphere___testing,70,2.0441080497974484
69,reference_sphere___testing,71,2.044675323069611
70,reference_sphere___testing,72,2.04468234678202
71,reference_sphere___testing,73,2.045021695946076
72,reference_sphere___testing,74,2.044004819925258
73,reference_sphere___testing,75,2.046199396030459
74,reference_sphere___testing,76,2.043857600026324
75,reference_sphere___testing,77,2.044572897364044
76,reference_sphere___testing,78,2.0446448278375597
77,reference_sphere___testing,79,2.044962365676032
78,reference_sphere___testing,8,2.045942646373336
79,reference_sphere___testing,80,2.0450044599117088
80,reference_sphere___testing,81,2.0452497814494426
81,reference_sphere___testing,82,2.0434266805213652
82,reference_sphere___testing,83,2.0453944001255224
83,reference_sphere___testing,84,2.0436640729694306
84,reference_sphere___testing,85,2.0450009407380705
85,reference_sphere___testing,86,2.044399201119361
86,reference_sphere___testing,87,2.0457371139628564
87,reference_sphere___testing,88,2.046011926088245
88,reference_sphere___testing,89,2.044639358440108
89,reference_sphere___testing,9,2.0459411385821236
90,reference_sphere___testing,90,2.044762100767458
91,reference_sphere___testing,91,2.045238622675685
92,reference_sphere___testing,92,2.045727943013493
93,reference_sphere___testing,93,2.044652036275325
94,reference_sphere___testing,94,2.044815923849708
95,reference_sphere___testing,95,2.045404777334197
96,reference_sphere___testing,96,2.044527868854451
97,reference_sphere___testing,97,2.044789507782172
98,reference_sphere___testing,98,2.0447713230643667
99,reference_sphere___testing,99,2.0444159170834952
100,uniform_biased_RRT_biased_filter_testing,0,1.8907264277358775
101,uniform_biased_RRT_biased_filter_testing,1,1.9097272786442727
102,uniform_biased_RRT_biased_filter_testing,10,1.9212063212223287
103,uniform_biased_RRT_biased_filter_testing,11,1.9537210562318017
104,uniform_biased_RRT_biased_filter_testing,12,1.9636796503209004
105,uniform_biased_RRT_biased_filter_testing,13,1.9208820668247357
106,uniform_biased_RRT_biased_filter_testing,14,1.9783700258368768
107,uniform_biased_RRT_biased_filter_testing,15,1.9867812705452246
108,uniform_biased_RRT_biased_filter_testing,16,1.975532683398028
109,uniform_biased_RRT_biased_filter_testing,17,1.9562989254843055
110,uniform_biased_RRT_biased_filter_testing,18,1.903108072520343
111,uniform_biased_RRT_biased_filter_testing,19,1.9429682308872491
112,uniform_biased_RRT_biased_filter_testing,2,1.9582806262696026
113,uniform_biased_RRT_biased_filter_testing,20,1.938501798182724
114,uniform_biased_RRT_biased_filter_testing,21,1.8934117717005488
115,uniform_biased_RRT_biased_filter_testing,22,1.916846352797204
116,uniform_biased_RRT_biased_filter_testing,23,1.9620311030726603
117,uniform_biased_RRT_biased_filter_testing,24,1.947257816413179
118,uniform_biased_RRT_biased_filter_testing,25,1.965845789899595
119,uniform_biased_RRT_biased_filter_testing,26,1.9281913833372162
120,uniform_biased_RRT_biased_filter_testing,27,1.948678806631696
121,uniform_biased_RRT_biased_filter_testing,28,1.9179823651681271
122,uniform_biased_RRT_biased_filter_testing,29,1.9358734375661872
123,uniform_biased_RRT_biased_filter_testing,3,1.954303426382348
124,uniform_biased_RRT_biased_filter_testing,30,1.9638980142920233
125,uniform_biased_RRT_biased_filter_testing,31,1.9585495528711685
126,uniform_biased_RRT_biased_filter_testing,32,1.8679239210674767
127,uniform_biased_RRT_biased_filter_testing,33,1.9304094346361864
128,uniform_biased_RRT_biased_filter_testing,34,1.8443555143826955
129,uniform_biased_RRT_biased_filter_testing,35,1.9578574939344513
130,uniform_biased_RRT_biased_filter_testing,36,1.8903066008883187
131,uniform_biased_RRT_biased_filter_testing,37,1.88338093292046
132,uniform_biased_RRT_biased_filter_testing,38,1.9147725581225066
133,uniform_biased_RRT_biased_filter_testing,39,1.84831705664884
134,uniform_biased_RRT_biased_filter_testing,4,1.9412043345498138
135,uniform_biased_RRT_biased_filter_testing,40,1.9295687094730607
136,uniform_biased_RRT_biased_filter_testing,41,1.9593547847848887
137,uniform_biased_RRT_biased_filter_testing,42,1.9481730474833707
138,uniform_biased_RRT_biased_filter_testing,43,1.9311285228242172
139,uniform_biased_RRT_biased_filter_testing,44,1.9388317584186543
140,uniform_biased_RRT_biased_filter_testing,45,1.9167398122326234
141,uniform_biased_RRT_biased_filter_testing,46,1.9109654814102128
142,uniform_biased_RRT_biased_filter_testing,47,1.9185717113361347
143,uniform_biased_RRT_biased_filter_testing,48,1.922875103712682
144,uniform_biased_RRT_biased_filter_testing,49,1.9155178873152112
145,uniform_biased_RRT_biased_filter_testing,5,1.9309702913718507
146,uniform_biased_RRT_biased_filter_testing,50,1.975870111302098
147,uniform_biased_RRT_biased_filter_testing,51,1.9600537672206382
148,uniform_biased_RRT_biased_filter_testing,52,1.9135071799522478
149,uniform_biased_RRT_biased_filter_testing,53,1.951446646741424
150,uniform_biased_RRT_biased_filter_testing,54,1.9748888867063719
151,uniform_biased_RRT_biased_filter_testing,55,1.9308342790494062
152,uniform_biased_RRT_biased_filter_testing,56,1.9153622315786551
153,uniform_biased_RRT_biased_filter_testing,57,1.9349985953020155
154,uniform_biased_RRT_biased_filter_testing,58,1.96588079182563
155,uniform_biased_RRT_biased_filter_testing,59,1.9581320060161016
156,uniform_biased_RRT_biased_filter_testing,6,1.960171321430247
157,uniform_biased_RRT_biased_filter_testing,60,1.9577444812192863
158,uniform_biased_RRT_biased_filter_testing,61,1.9252714219424498
159,uniform_biased_RRT_biased_filter_testing,62,1.907505012312774
160,uniform_biased_RRT_biased_filter_testing,63,1.9314414283912957
161,uniform_biased_RRT_biased_filter_testing,64,1.9703687627962925
162,uniform_biased_RRT_biased_filter_testing,65,1.8952516528121994
163,uniform_biased_RRT_biased_filter_testing,66,1.9269146164793123
164,uniform_biased_RRT_biased_filter_testing,67,1.97477759400891
165,uniform_biased_RRT_biased_filter_testing,68,1.9335983582562468
166,uniform_biased_RRT_biased_filter_testing,69,1.9600714643290837
167,uniform_biased_RRT_biased_filter_testing,7,1.9414825252665862
168,uniform_biased_RRT_biased_filter_testing,70,1.9190816161254485
169,uniform_biased_RRT_biased_filter_testing,71,1.9148661088632957
170,uniform_biased_RRT_biased_filter_testing,72,1.908282092270061
171,uniform_biased_RRT_biased_filter_testing,73,1.9869625802678261
172,uniform_biased_RRT_biased_filter_testing,74,1.9710576823125128
173,uniform_biased_RRT_biased_filter_testing,75,1.928256746123998
174,uniform_biased_RRT_biased_filter_testing,76,1.9669562081545062
175,uniform_biased_RRT_biased_filter_testing,77,1.9177203746202414
176,uniform_biased_RRT_biased_filter_testing,78,1.9199357219548105
177,uniform_biased_RRT_biased_filter_testing,79,1.9401505877713698
178,uniform_biased_RRT_biased_filter_testing,8,2.005259279636024
179,uniform_biased_RRT_biased_filter_testing,80,1.9663347025597917
180,uniform_biased_RRT_biased_filter_testing,81,1.9543471196219113
181,uniform_biased_RRT_biased_filter_testing,82,1.9516069361512436
