,experiment,num,variance
0,reference_sphere___disconnected_testing,0,0.011511086732646586
1,reference_sphere___disconnected_testing,1,0.010426883962489237
2,reference_sphere___disconnected_testing,10,0.010245206499679088
3,reference_sphere___disconnected_testing,11,0.011406160258323483
4,reference_sphere___disconnected_testing,12,0.010195096607998971
5,reference_sphere___disconnected_testing,13,0.009725442217184783
6,reference_sphere___disconnected_testing,14,0.010727684871305395
7,reference_sphere___disconnected_testing,15,0.01178034832260083
8,reference_sphere___disconnected_testing,16,0.010216046571150023
9,reference_sphere___disconnected_testing,17,0.009918785237784222
10,reference_sphere___disconnected_testing,18,0.008895387639227006
11,reference_sphere___disconnected_testing,19,0.010410079472790486
12,reference_sphere___disconnected_testing,2,0.011708073032238125
13,reference_sphere___disconnected_testing,20,0.010470764583024421
14,reference_sphere___disconnected_testing,21,0.011040358660616416
15,reference_sphere___disconnected_testing,22,0.010911735824804883
16,reference_sphere___disconnected_testing,23,0.011228214172595436
17,reference_sphere___disconnected_testing,24,0.01103889949903503
18,reference_sphere___disconnected_testing,25,0.009409211502340694
19,reference_sphere___disconnected_testing,26,0.008572121704008388
20,reference_sphere___disconnected_testing,27,0.010519787225602959
21,reference_sphere___disconnected_testing,28,0.009584834846938447
22,reference_sphere___disconnected_testing,29,0.009835761967161424
23,reference_sphere___disconnected_testing,3,0.008540099755905662
24,reference_sphere___disconnected_testing,30,0.010346192008027433
25,reference_sphere___disconnected_testing,31,0.009813133799440535
26,reference_sphere___disconnected_testing,32,0.01013925253506673
27,reference_sphere___disconnected_testing,33,0.009639077492295384
28,reference_sphere___disconnected_testing,34,0.009839202340974415
29,reference_sphere___disconnected_testing,35,0.00972444426966545
30,reference_sphere___disconnected_testing,36,0.009831565624936754
31,reference_sphere___disconnected_testing,37,0.010142381784576117
32,reference_sphere___disconnected_testing,38,0.010042927010298143
33,reference_sphere___disconnected_testing,39,0.009429502070426496
34,reference_sphere___disconnected_testing,4,0.010493063453077206
35,reference_sphere___disconnected_testing,40,0.010749046424229795
36,reference_sphere___disconnected_testing,41,0.01067829828389038
37,reference_sphere___disconnected_testing,42,0.008967046207433117
38,reference_sphere___disconnected_testing,43,0.010159227774655485
39,reference_sphere___disconnected_testing,44,0.010250702842196315
40,reference_sphere___disconnected_testing,45,0.010615343792802023
41,reference_sphere___disconnected_testing,46,0.010481498381480644
42,reference_sphere___disconnected_testing,47,0.01078464873284634
43,reference_sphere___disconnected_testing,48,0.008894057693018405
44,reference_sphere___disconnected_testing,49,0.008702201461589227
45,reference_sphere___disconnected_testing,5,0.011854130703657883
