,experiment,num,iterations
0,uniform_biased_RRT_biased_filter_testing,0,191.6711356466877
1,uniform_biased_RRT_biased_filter_testing,1,191.35916045508043
2,uniform_biased_RRT_biased_filter_testing,10,191.48737174427782
3,uniform_biased_RRT_biased_filter_testing,11,191.41764705882352
4,uniform_biased_RRT_biased_filter_testing,12,191.5927379784102
5,uniform_biased_RRT_biased_filter_testing,13,190.84375
6,uniform_biased_RRT_biased_filter_testing,14,190.67085131424088
7,uniform_biased_RRT_biased_filter_testing,15,191.26910891089108
8,uniform_biased_RRT_biased_filter_testing,16,191.766771902131
9,uniform_biased_RRT_biased_filter_testing,17,191.65254901960785
10,uniform_biased_RRT_biased_filter_testing,18,190.5684688239937
11,uniform_biased_RRT_biased_filter_testing,19,191.7515210991168
12,uniform_biased_RRT_biased_filter_testing,2,191.36508248232522
13,uniform_biased_RRT_biased_filter_testing,20,190.9573841319717
14,uniform_biased_RRT_biased_filter_testing,21,191.19500196772924
15,uniform_biased_RRT_biased_filter_testing,22,192.28947368421052
16,uniform_biased_RRT_biased_filter_testing,23,191.10655090765587
17,uniform_biased_RRT_biased_filter_testing,24,191.33150039277297
18,uniform_biased_RRT_biased_filter_testing,25,191.10670851314242
19,uniform_biased_RRT_biased_filter_testing,26,191.49783805031447
20,uniform_biased_RRT_biased_filter_testing,27,191.4509033778476
21,uniform_biased_RRT_biased_filter_testing,28,191.63675718221174
22,uniform_biased_RRT_biased_filter_testing,29,190.73450980392158
23,uniform_biased_RRT_biased_filter_testing,3,191.47988958990535
24,uniform_biased_RRT_biased_filter_testing,30,190.87740290309927
25,uniform_biased_RRT_biased_filter_testing,31,191.51148184494602
26,uniform_biased_RRT_biased_filter_testing,32,191.17714061272585
27,uniform_biased_RRT_biased_filter_testing,33,191.71992924528303
28,uniform_biased_RRT_biased_filter_testing,34,191.95564278704612
29,uniform_biased_RRT_biased_filter_testing,35,191.52518693427785
30,uniform_biased_RRT_biased_filter_testing,36,191.85798352295018
31,uniform_biased_RRT_biased_filter_testing,37,191.65516561514195
32,uniform_biased_RRT_biased_filter_testing,38,191.63927030207924
33,uniform_biased_RRT_biased_filter_testing,39,191.27324440957238
34,uniform_biased_RRT_biased_filter_testing,4,191.36395899053628
35,uniform_biased_RRT_biased_filter_testing,40,191.1473954222573
36,uniform_biased_RRT_biased_filter_testing,41,190.6775205963123
37,uniform_biased_RRT_biased_filter_testing,42,191.8313679245283
38,uniform_biased_RRT_biased_filter_testing,43,191.14386653581943
39,uniform_biased_RRT_biased_filter_testing,44,190.70205209155486
40,uniform_biased_RRT_biased_filter_testing,45,191.2339630066903
41,uniform_biased_RRT_biased_filter_testing,46,191.42197327044025
42,uniform_biased_RRT_biased_filter_testing,47,191.483896307934
43,uniform_biased_RRT_biased_filter_testing,48,191.91265772870662
44,uniform_biased_RRT_biased_filter_testing,49,191.618690851735
45,uniform_biased_RRT_biased_filter_testing,5,191.24262101534828
46,uniform_biased_RRT_biased_filter_testing,50,190.73350353495678
47,uniform_biased_RRT_biased_filter_testing,51,191.01510396233817
48,uniform_biased_RRT_biased_filter_testing,52,191.60396233817184
49,uniform_biased_RRT_biased_filter_testing,53,191.62825572217838
50,uniform_biased_RRT_biased_filter_testing,54,191.45361635220127
51,uniform_biased_RRT_biased_filter_testing,55,191.26614327772324
52,uniform_biased_RRT_biased_filter_testing,56,191.47560015741834
53,uniform_biased_RRT_biased_filter_testing,57,191.26512175962293
54,uniform_biased_RRT_biased_filter_testing,58,191.22653785488959
55,uniform_biased_RRT_biased_filter_testing,59,192.14779874213838
56,uniform_biased_RRT_biased_filter_testing,6,191.77138905354673
