-0.635776 -0.364224 
0.283741 -1.283741 
-1.170446 0.170446 
0.630780 -1.630780 
-0.079467 -0.920533 
-0.976056 -0.023944 
-0.600537 -0.399463 
-0.794923 -0.205077 
0.830298 -1.830298 
-0.913608 -0.086392 
-0.858728 -0.141272 
-1.080565 0.080565 
-1.188750 0.188750 
0.291943 -1.291943 
-1.983044 0.983044 
0.168140 -1.168140 
-0.817649 -0.182351 
-0.881963 -0.118037 
-0.102131 -0.897869 
0.613230 -1.613230 
0.415671 -1.415671 
-0.459814 -0.540186 
-0.795546 -0.204454 
0.061588 -1.061588 
0.788613 -1.788613 
-0.030885 -0.969115 
0.254482 -1.254482 
-1.842486 0.842486 
-1.457464 0.457464 
0.336614 -1.336614 
0.716137 -1.716137 
-0.059328 -0.940672 
0.956635 -1.956635 
0.910394 -1.910394 
-1.192473 0.192473 
0.672906 -1.672906 
-1.839203 0.839203 
-0.961667 -0.038333 
-1.041646 0.041646 
0.400004 -1.400004 
-1.752098 0.752098 
-0.323147 -0.676853 
-0.742330 -0.257670 
0.568117 -1.568117 
-0.716176 -0.283824 
0.359699 -1.359699 
-1.590516 0.590516 
-0.101550 -0.898450 
-0.640919 -0.359081 
0.220623 -1.220623 
-0.667532 -0.332468 
0.389806 -1.389806 
-1.893379 0.893379 
0.858516 -1.858516 
-1.471939 0.471939 
-0.188057 -0.811943 
-1.372360 0.372360 
-1.721653 0.721653 
0.323163 -1.323163 
-1.314483 0.314483 
-0.248806 -0.751194 
-0.393051 -0.606949 
-0.654413 -0.345587 
0.526798 -1.526798 
0.314242 -1.314242 
-0.128725 -0.871275 
-1.359050 0.359050 
0.139974 -1.139974 
-0.310780 -0.689220 
-0.187455 -0.812545 
-0.742989 -0.257011 
0.993243 -1.993243 
-0.886716 -0.113284 
-1.230038 0.230038 
-1.881946 0.881946 
-0.956566 -0.043434 
-0.499306 -0.500694 
-0.970073 -0.029927 
-1.844219 0.844219 
0.550948 -1.550948 
0.304145 -1.304145 
-1.883267 0.883267 
0.683304 -1.683304 
-1.307335 0.307335 
-0.744802 -0.255198 
-1.410196 0.410196 
-1.870301 0.870301 
-0.603140 -0.396860 
-1.145363 0.145363 
-0.320569 -0.679431 
-1.377700 0.377700 
0.841939 -1.841939 
0.373248 -1.373248 
-0.030725 -0.969275 
