1.352457 0.224255 
1.780533 0.315060 
1.303049 0.950274 
1.478262 0.032243 
0.880447 1.880565 
1.262954 1.671960 
-0.012979 1.660324 
0.610599 0.603389 
1.852627 0.088861 
1.124774 1.948609 
1.106886 1.843457 
1.571023 0.404819 
0.261693 1.769984 
0.373373 1.547516 
0.961152 1.009005 
-0.087990 1.088059 
1.444199 1.034404 
1.946484 0.592390 
1.302878 1.521187 
1.789275 0.285891 
1.724287 0.201705 
0.363624 1.308618 
1.654773 -0.188483 
0.151892 1.770912 
0.351331 1.520125 
1.788599 1.834122 
1.338717 1.910854 
1.752820 -0.297659 
1.219472 -0.207218 
0.829252 0.874245 
0.791968 1.015855 
0.479490 0.819373 
1.724956 -0.323511 
1.405334 -0.019233 
0.793276 1.222490 
1.946476 -0.841739 
0.626914 0.605681 
1.844542 1.060632 
1.597948 1.867588 
1.242360 0.683887 
1.972746 -0.362325 
1.899555 1.602752 
-0.308854 1.390085 
1.294863 -0.140250 
1.045901 1.946142 
-0.117341 1.633132 
0.762694 1.126495 
1.160392 0.759716 
1.521441 -0.030512 
1.829238 -0.473891 
1.849691 0.419566 
0.200329 1.884876 
1.518008 1.069777 
1.301422 1.970701 
0.632950 1.690768 
0.890274 0.817019 
0.816663 1.643774 
1.334541 0.144280 
1.242955 -0.214974 
1.756951 -0.044659 
1.713848 1.063566 
1.918888 1.550861 
0.698288 1.897105 
-0.513825 1.900103 
1.710708 1.526950 
-0.647970 1.703728 
0.668553 1.660565 
0.394031 0.873400 
0.773503 1.829156 
0.118156 1.935301 
0.287438 0.950956 
1.831935 1.452402 
1.091463 1.731711 
1.839290 -0.468825 
0.489891 1.882169 
1.947413 -0.696701 
0.298057 1.891558 
1.281767 1.256717 
1.904374 -0.636020 
1.899353 0.394265 
0.842552 0.453215 
1.512680 0.065793 
1.731897 1.853141 
0.539682 1.444853 
1.578265 1.785831 
0.296713 1.982823 
0.577033 1.821944 
-0.144159 1.689113 
-0.778338 1.990618 
1.941398 -0.752801 
-0.151349 1.586171 
0.826451 0.248240 
0.842155 0.767848 
0.190470 1.117514 
1.426509 0.300835 
0.080884 1.180357 
0.696773 1.081762 
1.140870 0.049925 
1.606499 1.548883 
1.089039 0.432950 
