0.858655 0.212729 0.471655 
0.898780 -0.156200 0.625215 
0.846519 0.341459 0.414501 
0.821731 0.653191 0.267287 
0.842295 0.172990 0.527808 
0.823179 0.126556 0.593422 
0.894726 0.167877 0.430579 
1.121486 -0.114087 0.172358 
0.874615 0.356403 0.351356 
0.893056 0.366211 0.309910 
0.879687 0.411449 0.307263 
0.891308 0.537577 0.206231 
0.819250 0.145846 0.588899 
0.729856 0.040548 0.825883 
0.888155 0.462549 0.259128 
0.895298 0.505651 0.218528 
0.927579 0.111833 0.402656 
1.077481 -0.143879 0.275249 
0.816277 0.402162 0.434513 
0.667101 0.701589 0.533228 
0.786408 0.463382 0.453488 
0.625896 0.792366 0.555456 
0.749854 0.504789 0.497639 
0.602794 0.671378 0.675266 
0.914694 0.481583 0.196410 
0.994064 0.538510 0.008836 
0.836118 0.077925 0.599012 
0.897822 -0.170546 0.636009 
0.813027 0.050880 0.660130 
0.754438 -0.017742 0.815203 
0.964597 0.083084 0.349711 
1.119844 -0.037490 0.127665 
0.951761 0.449621 0.145377 
1.048731 0.366006 0.011867 
0.845722 -0.005513 0.632728 
0.885336 -0.073840 0.599528 
0.717852 0.562591 0.522833 
0.617450 0.743938 0.601877 
0.803619 0.000964 0.709323 
0.797716 -0.030359 0.740192 
0.736656 0.460103 0.550827 
0.716858 0.393074 0.630608 
0.976803 0.015950 0.368260 
1.009206 -0.162267 0.417503 
0.905997 0.297480 0.328048 
0.923322 0.264950 0.315181 
1.009833 -0.039692 0.339747 
1.085640 -0.167394 0.274307 
0.885670 0.543865 0.213103 
0.814005 0.697649 0.254319 
1.035950 -0.019607 0.277181 
1.093465 0.024624 0.139397 
0.768282 0.013265 0.769322 
0.752811 0.018651 0.795591 
1.069224 -0.074669 0.247838 
1.088909 -0.107244 0.230479 
1.039203 0.037337 0.235386 
1.041888 0.084336 0.200891 
0.731774 0.055059 0.813145 
0.726229 0.061407 0.819802 
0.728160 0.611330 0.472651 
0.739869 0.666697 0.415645 
0.721300 0.006542 0.863508 
0.721162 0.005905 0.864170 
0.987936 0.431567 0.087365 
1.057618 0.396789 -0.024378 
0.680811 0.596724 0.572461 
0.625389 0.647796 0.646717 
0.659770 0.565457 0.632291 
0.623069 0.510921 0.736644 
0.823212 -0.066808 0.714124 
0.833720 -0.103160 0.716699 
0.788573 -0.058353 0.775187 
0.787109 -0.057996 0.777768 
1.004026 0.471751 0.031451 
1.028719 0.533421 -0.054360 
0.848607 0.574879 0.264721 
0.842543 0.579953 0.273167 
1.018325 0.371074 0.066941 
1.080543 0.247219 0.025126 
0.644804 0.523466 0.687180 
0.601506 0.401984 0.845981 
1.096960 -0.058749 0.184773 
1.140285 -0.033880 0.086259 
0.850412 -0.130959 0.702091 
0.861635 -0.157427 0.697126 
0.607754 0.553506 0.739381 
0.585813 0.571295 0.770295 
0.873392 -0.069232 0.619526 
0.884616 -0.095079 0.614170 
0.612129 0.490185 0.770549 
0.623814 0.321058 0.853796 
0.680268 0.475502 0.649211 
0.688163 0.464824 0.640758 
0.703071 0.408595 0.647322 
0.713733 0.377310 0.646439 
0.968538 -0.035403 0.416162 
0.964319 -0.061621 0.440617 
0.782496 0.185243 0.634691 
0.769713 0.198944 0.650617 
0.588811 0.621359 0.733287 
0.542601 0.786876 0.718422 
0.756633 0.625228 0.409436 
0.770475 0.631984 0.378704 
1.000094 0.534771 -0.000377 
0.996117 0.598513 -0.032570 
0.983439 -0.103142 0.429927 
0.993606 -0.149361 0.439320 
1.083389 -0.142282 0.262936 
1.104787 -0.244425 0.285744 
1.117963 -0.150412 0.201793 
1.120257 -0.150952 0.197735 
0.702050 0.116470 0.831722 
0.679820 0.162399 0.845615 
0.568635 0.689033 0.729666 
0.563364 0.706712 0.728720 
0.914399 0.067120 0.455825 
0.913701 0.064752 0.458641 
0.988273 -0.166764 0.460404 
0.991147 -0.204589 0.478522 
0.664999 0.150132 0.881664 
0.636630 0.175906 0.919904 
0.745997 0.227114 0.678448 
0.704664 0.274530 0.728001 
0.813749 0.584481 0.325489 
0.810645 0.585336 0.330899 
0.636762 0.424172 0.764597 
0.639192 0.417659 0.764010 
0.699456 0.178530 0.797931 
0.698479 0.201919 0.785196 
0.894030 0.034541 0.515186 
0.893282 0.033346 0.517365 
