-0.429135 -0.902724 0.030530 
-0.366600 -0.928172 -0.064036 
-0.359382 -0.923607 -0.133396 
-0.432253 -0.896148 0.100381 
-0.379886 -0.904033 -0.195989 
-0.490748 -0.870487 0.037667 
-0.341569 -0.905587 -0.251480 
-0.531999 -0.842458 0.085093 
-0.585695 -0.808133 0.062313 
-0.397132 -0.875471 -0.275387 
-0.403067 -0.851959 -0.334220 
-0.456731 -0.818528 -0.348436 
-0.304014 -0.952362 0.024109 
-0.635074 -0.768596 0.077076 
-0.669351 -0.733696 0.116874 
-0.294191 -0.908364 -0.297198 
-0.398681 -0.902816 0.161175 
-0.499235 -0.781757 -0.373658 
-0.252550 -0.965066 0.069753 
-0.186322 -0.980742 0.058568 
-0.128439 -0.991409 0.024719 
-0.064253 -0.997332 0.034656 
-0.518288 -0.854858 -0.024410 
-0.094268 -0.991057 0.094439 
-0.231205 -0.921850 -0.311025 
-0.399288 -0.888117 0.227632 
-0.558761 -0.826264 -0.071229 
-0.442757 -0.877288 -0.185289 
-0.536490 -0.779820 -0.322581 
-0.291403 -0.887716 -0.356434 
-0.338520 -0.930615 0.139139 
-0.608557 -0.792413 -0.041705 
-0.018479 -0.999767 -0.011180 
-0.441607 -0.856136 0.268357 
-0.348596 -0.897041 0.271659 
-0.687867 -0.705913 0.168895 
-0.653235 -0.724539 0.219836 
-0.438176 -0.836412 0.329268 
0.011179 -0.997621 -0.068021 
0.010316 -0.991144 -0.132387 
-0.613174 -0.743423 0.267096 
-0.297568 -0.901819 0.313329 
-0.235645 -0.892410 -0.384806 
-0.568774 -0.811125 -0.136284 
-0.670436 -0.741386 0.029383 
-0.610775 -0.765220 0.203452 
-0.239482 -0.926508 0.290225 
-0.514307 -0.812196 -0.275365 
-0.038419 -0.984101 -0.173403 
-0.648170 -0.757419 -0.078689 
-0.520727 -0.839920 0.152898 
-0.478573 -0.767331 -0.426815 
-0.308757 -0.876203 0.370050 
-0.268237 -0.869362 0.415039 
-0.050925 -0.988580 0.141829 
-0.665203 -0.734216 -0.135764 
-0.588945 -0.746656 -0.309272 
-0.528399 -0.733259 -0.427932 
-0.152584 -0.987509 -0.039284 
-0.191307 -0.976897 -0.095262 
-0.632983 -0.707257 -0.314831 
-0.264223 -0.863132 -0.430336 
-0.176485 -0.936358 0.303458 
-0.703217 -0.676728 0.218003 
-0.693617 -0.665166 0.276495 
-0.565563 -0.789069 -0.239809 
-0.011817 -0.973698 -0.227535 
0.017400 -0.960992 -0.276029 
-0.276102 -0.946932 0.164582 
-0.022971 -0.980037 0.197484 
-0.006411 -0.966888 0.255122 
-0.494715 -0.728093 -0.474488 
-0.702089 -0.706114 -0.092057 
-0.293481 -0.945745 -0.139411 
-0.001283 -0.994872 0.101131 
-0.422656 -0.790370 -0.443483 
-0.092209 -0.973654 -0.208557 
-0.016089 -0.949386 0.313699 
0.049232 -0.998635 -0.017456 
-0.211665 -0.873912 0.437580 
-0.392693 -0.839785 0.374903 
-0.142481 -0.975141 -0.169704 
-0.046572 -0.994598 -0.092769 
-0.373586 -0.842561 -0.387975 
-0.074417 -0.960822 -0.266988 
-0.623087 -0.689716 -0.368855 
-0.162719 -0.918457 0.360500 
0.061223 -0.950286 -0.305301 
-0.435346 -0.804613 0.403822 
-0.558002 -0.801258 0.215915 
-0.483442 -0.871483 -0.082473 
-0.167692 -0.934258 -0.314709 
-0.159690 -0.871961 0.462799 
0.112411 -0.953436 -0.279863 
-0.725573 -0.624579 0.288867 
