-0.517213 0.759805 -0.393937 
-0.565565 0.649812 -0.507820 
-0.430974 0.801239 -0.415064 
-0.663438 0.644225 -0.380557 
-0.525514 0.688844 -0.499329 
-0.447297 0.699795 -0.556966 
-0.374691 0.758912 -0.532597 
-0.675538 0.580140 -0.455067 
-0.315133 0.815531 -0.485386 
-0.600463 0.729010 -0.328617 
-0.522589 0.694274 -0.494858 
-0.600225 0.619512 -0.505899 
-0.502241 0.639662 -0.581882 
-0.375707 0.691078 -0.617459 
-0.368064 0.753165 -0.545227 
-0.408359 0.849315 -0.334526 
-0.436915 0.772788 -0.460331 
-0.386881 0.818861 -0.424017 
-0.396329 0.770783 -0.498815 
-0.433889 0.810960 -0.392537 
-0.521700 0.797516 -0.302981 
-0.482905 0.782778 -0.392506 
-0.399950 0.776333 -0.487183 
-0.451959 0.711687 -0.537806 
-0.493623 0.810776 -0.314610 
-0.384015 0.830387 -0.403719 
-0.383199 0.771032 -0.508594 
-0.443146 0.697551 -0.563067 
-0.468480 0.794894 -0.385577 
-0.502724 0.708398 -0.495420 
-0.587951 0.683777 -0.432160 
-0.604930 0.649249 -0.461015 
-0.595547 0.679087 -0.429144 
-0.444417 0.850355 -0.281762 
-0.527287 0.791990 -0.307768 
-0.542958 0.644522 -0.538320 
-0.458339 0.687881 -0.562801 
-0.528268 0.677665 -0.511569 
-0.386383 0.862035 -0.328029 
-0.653043 0.671798 -0.349605 
-0.504809 0.725370 -0.467981 
-0.457069 0.789372 -0.409853 
-0.407526 0.792375 -0.453943 
-0.460043 0.763262 -0.453642 
-0.522447 0.763359 -0.379910 
-0.671251 0.617457 -0.410084 
-0.394353 0.809289 -0.435358 
-0.361191 0.798661 -0.481333 
-0.535637 0.614025 -0.579713 
-0.549469 0.739728 -0.388441 
-0.475136 0.803150 -0.359438 
-0.276654 0.832809 -0.479470 
-0.590135 0.745662 -0.309400 
-0.556265 0.749558 -0.358794 
-0.502917 0.733684 -0.456927 
-0.446812 0.814220 -0.370682 
-0.451578 0.712194 -0.537455 
-0.518670 0.713419 -0.471185 
-0.609673 0.638153 -0.470170 
-0.416942 0.669913 -0.614309 
-0.413777 0.806991 -0.421372 
-0.458361 0.620747 -0.636065 
-0.738502 0.573242 -0.354976 
-0.508349 0.752921 -0.417961 
-0.431956 0.773805 -0.463293 
-0.678250 0.613730 -0.404119 
-0.638568 0.692517 -0.335636 
-0.308687 0.764862 -0.565419 
-0.685033 0.589037 -0.428679 
-0.475390 0.795210 -0.376359 
-0.501007 0.766414 -0.401996 
-0.411186 0.858343 -0.306877 
-0.425507 0.772315 -0.471670 
-0.287886 0.755843 -0.588067 
-0.469898 0.800703 -0.371578 
-0.485422 0.748370 -0.452005 
-0.648811 0.662954 -0.373547 
-0.416705 0.789339 -0.450889 
-0.517558 0.725177 -0.454150 
-0.559413 0.754708 -0.342744 
-0.420833 0.652803 -0.629879 
-0.373199 0.757875 -0.535114 
-0.375335 0.697871 -0.609999 
-0.479013 0.719843 -0.502367 
-0.643913 0.685645 -0.339510 
-0.600646 0.640422 -0.478627 
-0.566893 0.715556 -0.408182 
-0.445194 0.700432 -0.557851 
-0.353393 0.756728 -0.549978 
-0.669605 0.626857 -0.398345 
-0.388891 0.737980 -0.551496 
-0.605756 0.648011 -0.461673 
-0.458938 0.713968 -0.528797 
-0.473035 0.788954 -0.392159 
-0.467649 0.619611 -0.630386 
-0.475480 0.708694 -0.521221 
-0.502356 0.635478 -0.586349 
-0.445789 0.702953 -0.554192 
-0.435069 0.833440 -0.340723 
-0.456158 0.677336 -0.577179 
-0.631180 0.605132 -0.485208 
-0.596508 0.669881 -0.442083 
-0.412736 0.859513 -0.301473 
-0.394082 0.766483 -0.507152 
-0.386539 0.767396 -0.511558 
-0.419725 0.824603 -0.379289 
-0.406312 0.802818 -0.436342 
-0.392495 0.814939 -0.426406 
-0.473797 0.795068 -0.378659 
