,experiment,num,entropy
0,reference_sphere___off_center_connected,-1,1.1362503321731638
1,reference_sphere___off_center_connected,0,1.137694132606839
2,reference_sphere___off_center_connected,1,1.1365961013579624
3,reference_sphere___off_center_connected,10,1.1388711730869658
4,reference_sphere___off_center_connected,11,1.1385169217413968
5,reference_sphere___off_center_connected,12,1.1383594590022792
6,reference_sphere___off_center_connected,13,1.13713104898655
7,reference_sphere___off_center_connected,14,1.1376780608232588
8,reference_sphere___off_center_connected,15,1.138699475052007
9,reference_sphere___off_center_connected,16,1.1397931975652407
10,reference_sphere___off_center_connected,17,1.1376021684112234
11,reference_sphere___off_center_connected,18,1.1381677715925724
12,reference_sphere___off_center_connected,19,1.1382195594716276
13,reference_sphere___off_center_connected,2,1.138878079611125
14,reference_sphere___off_center_connected,20,1.138954698579999
15,reference_sphere___off_center_connected,21,1.1399047050591125
16,reference_sphere___off_center_connected,22,1.1381616713843112
17,reference_sphere___off_center_connected,23,1.1371514551764272
18,reference_sphere___off_center_connected,24,1.1399661932588614
19,reference_sphere___off_center_connected,25,1.1353738593476121
20,reference_sphere___off_center_connected,26,1.139731014277817
21,reference_sphere___off_center_connected,27,1.1320592328839556
22,reference_sphere___off_center_connected,28,1.137553960325624
23,reference_sphere___off_center_connected,29,1.1372451279525333
24,reference_sphere___off_center_connected,3,1.136602893746657
25,reference_sphere___off_center_connected,30,1.1358849172983643
26,reference_sphere___off_center_connected,31,1.133200536160761
27,reference_sphere___off_center_connected,32,1.1386396113815893
28,reference_sphere___off_center_connected,33,1.1407462270440207
29,reference_sphere___off_center_connected,34,1.1400271573755953
30,reference_sphere___off_center_connected,35,1.137032390255474
31,reference_sphere___off_center_connected,36,1.1332247871722048
32,reference_sphere___off_center_connected,37,1.1401355360241583
33,reference_sphere___off_center_connected,38,1.1357939673679536
34,reference_sphere___off_center_connected,39,1.1380331435314475
35,reference_sphere___off_center_connected,4,1.1353412213013518
36,reference_sphere___off_center_connected,40,1.1364612660799394
37,reference_sphere___off_center_connected,41,1.134274632641052
38,reference_sphere___off_center_connected,42,1.1370651265834717
39,reference_sphere___off_center_connected,43,1.1395373454799014
40,reference_sphere___off_center_connected,44,1.1373839911675676
41,reference_sphere___off_center_connected,45,1.1386029282399157
42,reference_sphere___off_center_connected,46,1.1354988514270732
43,reference_sphere___off_center_connected,47,1.1364304717455056
44,reference_sphere___off_center_connected,48,1.1407596069711337
45,reference_sphere___off_center_connected,49,1.1396635135409916
46,reference_sphere___off_center_connected,5,1.140183955803925
47,reference_sphere___off_center_connected,50,1.1416825697432993
48,reference_sphere___off_center_connected,51,1.1390122867150716
49,reference_sphere___off_center_connected,52,1.1373540078699895
50,reference_sphere___off_center_connected,53,1.1398001516152592
51,reference_sphere___off_center_connected,54,1.138029839675792
52,reference_sphere___off_center_connected,55,1.1413441909756388
53,reference_sphere___off_center_connected,56,1.1377707395596428
54,reference_sphere___off_center_connected,57,1.138050311452106
55,reference_sphere___off_center_connected,58,1.1362004808982407
56,reference_sphere___off_center_connected,59,1.1370566627466772
57,reference_sphere___off_center_connected,6,1.1370707495943075
58,reference_sphere___off_center_connected,60,1.1388024472030869
59,reference_sphere___off_center_connected,61,1.1359679000905403
60,reference_sphere___off_center_connected,62,1.1404212802706006
61,reference_sphere___off_center_connected,63,1.1405478567021037
62,reference_sphere___off_center_connected,64,1.1375479082236726
63,reference_sphere___off_center_connected,65,1.1372359799044551
64,reference_sphere___off_center_connected,66,1.1392739334831683
65,reference_sphere___off_center_connected,67,1.1361496354274994
66,reference_sphere___off_center_connected,68,1.1398033572418913
67,reference_sphere___off_center_connected,69,1.1403370437639562
68,reference_sphere___off_center_connected,7,1.139215064023642
69,reference_sphere___off_center_connected,70,1.1396339052206712
70,reference_sphere___off_center_connected,71,1.140582144540132
71,reference_sphere___off_center_connected,72,1.1383140291026812
72,reference_sphere___off_center_connected,73,1.1366463639679547
