,experiment,num,coverage
0,uniform_biased___center_connected,66,0.0009353743809705986
1,uniform_biased___center_connected,35,0.0009804531498066001
2,uniform_biased___center_connected,42,0.0009627819847720022
3,uniform_biased___center_connected,70,0.0009900277548442003
4,uniform_biased___center_connected,-1,0.0009956236561097984
5,uniform_biased___center_connected,30,0.000950036188609802
6,uniform_biased___center_connected,86,0.0009522811766590019
7,uniform_biased___center_connected,69,0.0009540766890317973
8,uniform_biased___center_connected,98,0.0009767684076068003
9,uniform_biased___center_connected,5,0.0009586572450945988
10,uniform_biased___center_connected,40,0.0009558498412491993
11,uniform_biased___center_connected,83,0.0009090631600578011
12,uniform_biased___center_connected,85,0.0009626577988552011
13,uniform_biased___center_connected,79,0.0009074436790757992
14,uniform_biased___center_connected,96,0.0009342059818320008
15,uniform_biased___center_connected,84,0.0009569929231103978
16,uniform_biased___center_connected,43,0.0009684166558795969
17,uniform_biased___center_connected,7,0.0009386245614459968
18,uniform_biased___center_connected,57,0.0009785823075736041
19,uniform_biased___center_connected,93,0.0009809655882046017
20,uniform_biased___center_connected,48,0.0009466219899500031
21,uniform_biased___center_connected,81,0.0009842189097354018
22,uniform_biased___center_connected,3,0.0009271432032934006
23,uniform_biased___center_connected,99,0.0009753438623589991
24,uniform_biased___center_connected,67,0.0009527421895146034
25,uniform_biased___center_connected,17,0.0010233330773626044
26,uniform_biased___center_connected,63,0.0009331648820226004
27,uniform_biased___center_connected,16,0.0009803542563939984
28,uniform_biased___center_connected,77,0.000940458481464399
29,uniform_biased___center_connected,11,0.000981447352505601
30,uniform_biased___center_connected,82,0.0009392514360673971
31,uniform_biased___center_connected,49,0.0009461615146417982
32,uniform_biased___center_connected,90,0.0010128977579485995
33,uniform_biased___center_connected,39,0.0009817253623046023
34,uniform_biased___center_connected,60,0.0009956319444689998
35,uniform_biased___center_connected,62,0.0009791178231328013
36,uniform_biased___center_connected,87,0.0009629890610030029
37,uniform_biased___center_connected,18,0.0009421413632118023
38,uniform_biased___center_connected,9,0.0009387297685621963
39,uniform_biased___center_connected,46,0.0009979935511230018
40,uniform_biased___center_connected,19,0.0009287153975900017
41,uniform_biased___center_connected,76,0.0009689378564006001
42,uniform_biased___center_connected,25,0.0009659687993911996
43,uniform_biased___center_connected,21,0.0009448948932829979
44,uniform_biased___center_connected,15,0.0009891160064840012
45,uniform_biased___center_connected,89,0.0009298700566843992
46,uniform_biased___center_connected,92,0.0009587222282507966
47,uniform_biased___center_connected,37,0.0009513876642194001
48,uniform_biased___center_connected,71,0.0009160170910844007
49,uniform_biased___center_connected,51,0.0009401146047635986
50,uniform_biased___center_connected,45,0.0009945888541188018
51,uniform_biased___center_connected,24,0.001012176643278004
52,uniform_biased___center_connected,14,0.0010185426625746016
53,uniform_biased___center_connected,68,0.0009608474617239988
54,uniform_biased___center_connected,74,0.0009878835471529958
55,uniform_biased___center_connected,54,0.0009779779001015969
56,uniform_biased___center_connected,59,0.0009839313609057993
57,uniform_biased___center_connected,26,0.000958122336167601
58,uniform_biased___center_connected,34,0.0009547373106485995
59,uniform_biased___center_connected,8,0.0009154718218635983
60,uniform_biased___center_connected,88,0.0010186883988003996
61,uniform_biased___center_connected,20,0.000980455703447204
62,uniform_biased___center_connected,80,0.000981354515599799
63,uniform_biased___center_connected,61,0.0009146352701020015
64,uniform_biased___center_connected,41,0.0009840950743311991
65,uniform_biased___center_connected,72,0.0009158098910890009
66,uniform_biased___center_connected,94,0.0009560844493302008
67,uniform_biased___center_connected,75,0.0009954170324357977
68,uniform_biased___center_connected,78,0.000965465121569395
69,uniform_biased___center_connected,29,0.0009613008813396007
70,uniform_biased___center_connected,6,0.0009582317818245972
